,kms_driven,owner,age,power,brand
636,41000.0,First Owner,8.0,100.0,TVS
637,12500.0,First Owner,3.0,200.0,Bajaj
638,800.0,First Owner,2.0,160.0,Honda
639,13935.0,First Owner,5.0,150.0,Bajaj
640,12000.0,First Owner,4.0,400.0,Bajaj
641,20000.0,First Owner,3.0,350.0,Royal Enfield
642,11500.0,First Owner,4.0,220.0,Bajaj
643,7000.0,First Owner,3.0,180.0,Bajaj
644,21447.0,First Owner,7.0,100.0,Bajaj
645,15000.0,First Owner,3.0,100.0,Bajaj
647,2980.0,First Owner,6.0,160.0,TVS
648,17600.0,First Owner,5.0,125.0,Honda
659,5000.0,First Owner,6.0,250.0,Hyosung
664,3000.0,First Owner,2.0,160.0,TVS
665,26840.0,First Owner,9.0,150.0,Bajaj
666,4000.0,First Owner,3.0,150.0,Yamaha
667,35000.0,First Owner,7.0,150.0,Honda
668,28000.0,First Owner,8.0,100.0,Hero
669,16000.0,First Owner,6.0,150.0,Suzuki
670,11500.0,Second Owner,5.0,220.0,Bajaj
671,20556.0,First Owner,6.0,350.0,Royal Enfield
672,40500.0,First Owner,5.0,150.0,Hero
673,13000.0,First Owner,5.0,150.0,Bajaj
674,30000.0,First Owner,5.0,150.0,Bajaj
675,39450.0,First Owner,14.0,135.0,Bajaj
676,18500.0,First Owner,5.0,150.0,Bajaj
677,23695.0,First Owner,8.0,223.0,Hero
678,33000.0,First Owner,5.0,150.0,Bajaj
679,50000.0,First Owner,9.0,100.0,Hero
680,21000.0,First Owner,8.0,150.0,Honda
681,18100.0,First Owner,5.0,500.0,Royal Enfield
682,9761.0,Second Owner,5.0,200.0,TVS
683,14000.0,First Owner,5.0,223.0,Hero
684,28500.0,First Owner,8.0,500.0,Royal Enfield
685,11000.0,First Owner,6.0,200.0,Bajaj
686,100000.0,First Owner,12.0,150.0,Yamaha
687,13000.0,First Owner,5.0,350.0,Royal Enfield
688,40600.0,First Owner,7.0,150.0,Honda
689,52345.0,First Owner,7.0,110.0,Honda
690,22500.0,First Owner,4.0,200.0,Bajaj
691,33000.0,First Owner,8.0,125.0,Hero
692,500.0,First Owner,4.0,150.0,Bajaj
693,13800.0,Second Owner,4.0,200.0,Bajaj
694,5000.0,First Owner,5.0,350.0,Royal Enfield
695,7500.0,First Owner,3.0,200.0,TVS
696,8000.0,First Owner,5.0,150.0,Bajaj
697,1403.0,First Owner,4.0,350.0,Royal Enfield
698,30000.0,First Owner,16.0,100.0,Hero
699,5399.0,First Owner,4.0,220.0,Bajaj
700,40000.0,First Owner,13.0,135.0,Bajaj
701,10922.0,First Owner,4.0,200.0,Bajaj
702,6000.0,First Owner,4.0,150.0,Suzuki
703,4500.0,First Owner,4.0,150.0,Suzuki
704,27098.0,First Owner,5.0,150.0,Bajaj
705,14164.0,First Owner,6.0,350.0,Royal Enfield
706,16562.0,First Owner,4.0,350.0,Royal Enfield
707,21017.0,First Owner,9.0,100.0,Hero
708,2800.0,First Owner,2.0,100.0,Hero
709,3000.0,First Owner,5.0,100.0,Hero
710,20000.0,First Owner,7.0,220.0,Bajaj
711,26000.0,First Owner,6.0,200.0,KTM
712,25000.0,First Owner,5.0,200.0,Bajaj
713,5800.0,First Owner,4.0,220.0,Bajaj
714,26000.0,First Owner,8.0,110.0,Hero
715,8000.0,First Owner,5.0,100.0,TVS
716,9700.0,First Owner,4.0,250.0,Yamaha
717,3300.0,First Owner,4.0,400.0,Bajaj
718,9200.0,First Owner,4.0,500.0,Royal Enfield
719,44020.0,First Owner,7.0,150.0,Honda
720,7000.0,First Owner,6.0,200.0,Bajaj
721,10000.0,First Owner,6.0,200.0,Bajaj
722,17000.0,First Owner,6.0,200.0,Bajaj
723,12000.0,First Owner,3.0,150.0,Suzuki
724,31000.0,First Owner,8.0,125.0,Bajaj
725,21496.0,First Owner,9.0,350.0,Royal Enfield
726,9000.0,First Owner,4.0,350.0,Royal Enfield
727,52018.0,First Owner,7.0,100.0,Bajaj
728,16000.0,First Owner,3.0,320.0,Yamaha
729,7000.0,First Owner,3.0,400.0,Bajaj
730,15558.0,First Owner,4.0,150.0,Bajaj
731,5700.0,First Owner,6.0,200.0,Bajaj
732,28000.0,First Owner,7.0,500.0,Royal Enfield
733,6550.0,First Owner,3.0,310.0,TVS
734,35000.0,Second Owner,6.0,150.0,Yamaha
735,28329.0,First Owner,6.0,110.0,Hero
736,26000.0,First Owner,7.0,150.0,Bajaj
737,40000.0,First Owner,9.0,150.0,Bajaj
738,22500.0,First Owner,12.0,100.0,Hero
739,3840.0,First Owner,3.0,125.0,Honda
740,2684.0,First Owner,3.0,200.0,TVS
741,7050.0,First Owner,3.0,350.0,Royal Enfield
742,33000.0,First Owner,4.0,350.0,Royal Enfield
743,24500.0,First Owner,3.0,150.0,Yamaha
744,25000.0,First Owner,4.0,150.0,Bajaj
745,34400.0,First Owner,5.0,160.0,TVS
746,25000.0,First Owner,3.0,400.0,Bajaj
747,30000.0,First Owner,9.0,150.0,Honda
748,3000.0,First Owner,5.0,350.0,Royal Enfield
749,36000.0,First Owner,11.0,125.0,Honda
750,30000.0,First Owner,9.0,100.0,Hero
751,25000.0,First Owner,6.0,350.0,Royal Enfield
753,14168.0,First Owner,5.0,110.0,Honda
754,50000.0,First Owner,10.0,150.0,Hero
755,3200.0,First Owner,4.0,150.0,Suzuki
756,10500.0,First Owner,5.0,390.0,KTM
757,20194.0,First Owner,2.0,160.0,TVS
758,20559.0,First Owner,4.0,150.0,Yamaha
759,53000.0,First Owner,5.0,160.0,Honda
760,53000.0,First Owner,9.0,150.0,Suzuki
761,48000.0,First Owner,12.0,500.0,Royal Enfield
762,13000.0,First Owner,4.0,250.0,Yamaha
763,46700.0,First Owner,10.0,150.0,Hero
764,10000.0,First Owner,4.0,150.0,Yamaha
765,28261.0,First Owner,4.0,150.0,Yamaha
766,23399.0,Third Owner,6.0,350.0,Royal Enfield
767,38576.0,First Owner,11.0,135.0,Bajaj
768,22000.0,First Owner,10.0,150.0,Hero
769,40997.0,First Owner,6.0,150.0,Suzuki
770,39000.0,First Owner,5.0,150.0,Yamaha
777,16980.0,Second Owner,4.0,150.0,Yamaha
778,35958.0,First Owner,5.0,200.0,TVS
779,15000.0,First Owner,3.0,150.0,Yamaha
780,11439.0,First Owner,7.0,250.0,Hyosung
781,12500.0,First Owner,5.0,180.0,TVS
782,56423.0,First Owner,8.0,125.0,Honda
783,11200.0,First Owner,3.0,350.0,Royal Enfield
784,11760.0,First Owner,4.0,200.0,Bajaj
785,22000.0,First Owner,10.0,160.0,TVS
786,24121.0,First Owner,10.0,100.0,Hero
787,1112.0,First Owner,2.0,200.0,Hero
788,13000.0,First Owner,6.0,150.0,Yamaha
789,4600.0,First Owner,2.0,200.0,KTM
790,22000.0,First Owner,6.0,150.0,Bajaj
791,9000.0,First Owner,3.0,110.0,Honda
792,43000.0,First Owner,7.0,160.0,TVS
793,22141.0,First Owner,7.0,150.0,Bajaj
794,89748.0,First Owner,13.0,135.0,Bajaj
795,4200.0,First Owner,3.0,150.0,Yamaha
796,9000.0,First Owner,3.0,350.0,Royal Enfield
797,9500.0,First Owner,4.0,160.0,Honda
798,14000.0,First Owner,4.0,100.0,Bajaj
799,13000.0,First Owner,6.0,200.0,Bajaj
800,35000.0,First Owner,11.0,220.0,Bajaj
801,23500.0,First Owner,4.0,150.0,Honda
802,25000.0,First Owner,7.0,200.0,KTM
803,39525.0,First Owner,11.0,100.0,Bajaj
804,2000.0,First Owner,3.0,350.0,Royal Enfield
805,25000.0,Second Owner,6.0,125.0,Hero
806,20000.0,First Owner,10.0,200.0,Bajaj
808,20000.0,First Owner,9.0,125.0,Bajaj
809,4000.0,First Owner,3.0,400.0,Bajaj
810,7500.0,First Owner,4.0,350.0,Royal Enfield
811,9500.0,First Owner,5.0,110.0,Hero
812,26000.0,First Owner,5.0,350.0,Royal Enfield
839,14640.0,First Owner,5.0,350.0,Royal Enfield
840,12340.0,First Owner,5.0,100.0,TVS
841,13000.0,First Owner,6.0,350.0,Royal Enfield
842,17252.0,First Owner,5.0,200.0,Bajaj
843,12699.0,First Owner,5.0,125.0,Hero
844,87000.0,First Owner,11.0,150.0,Bajaj
845,1710.0,First Owner,4.0,300.0,Kawasaki
846,6000.0,First Owner,2.0,300.0,Kawasaki
847,5100.0,First Owner,6.0,350.0,Royal Enfield
848,15583.0,First Owner,4.0,125.0,Honda
849,26000.0,First Owner,3.0,150.0,Bajaj
850,200.0,First Owner,2.0,410.0,Royal Enfield
851,28938.0,First Owner,9.0,100.0,Hero
852,18438.0,First Owner,9.0,110.0,Honda
853,6000.0,First Owner,2.0,400.0,Bajaj
855,27000.0,First Owner,6.0,350.0,Royal Enfield
860,17000.0,First Owner,5.0,160.0,Honda
861,12000.0,First Owner,8.0,500.0,Royal Enfield
862,21000.0,First Owner,6.0,390.0,KTM
864,13400.0,First Owner,4.0,150.0,Hero
865,30000.0,Second Owner,5.0,150.0,Yamaha
867,14500.0,First Owner,3.0,200.0,TVS
868,28000.0,First Owner,8.0,125.0,Bajaj
869,28000.0,First Owner,8.0,150.0,Bajaj
870,12000.0,First Owner,8.0,150.0,Honda
871,2382.0,First Owner,2.0,350.0,Royal Enfield
872,27800.0,First Owner,6.0,200.0,KTM
873,5800.0,First Owner,6.0,150.0,Yamaha
874,5103.0,First Owner,5.0,500.0,Royal Enfield
875,2476.0,First Owner,2.0,125.0,KTM
879,6750.0,First Owner,5.0,150.0,Bajaj
880,31000.0,First Owner,6.0,200.0,KTM
881,6500.0,First Owner,8.0,350.0,Royal Enfield
882,2525.0,First Owner,4.0,150.0,Bajaj
883,37654.0,Second Owner,9.0,500.0,Royal Enfield
884,22000.0,First Owner,4.0,750.0,Harley-Davidson
885,25000.0,First Owner,10.0,150.0,Hero
886,7845.0,First Owner,5.0,150.0,Bajaj
887,9000.0,First Owner,4.0,250.0,Yamaha
888,15000.0,First Owner,6.0,390.0,KTM
889,2500.0,First Owner,2.0,150.0,Bajaj
890,50000.0,First Owner,9.0,125.0,Bajaj
891,49660.0,First Owner,12.0,100.0,Hero
892,18000.0,First Owner,10.0,100.0,Bajaj
898,51000.0,First Owner,4.0,160.0,Bajaj
905,3000.0,First Owner,8.0,350.0,Royal Enfield
906,33000.0,First Owner,9.0,150.0,Yamaha
916,5200.0,First Owner,4.0,500.0,Royal Enfield
917,20000.0,First Owner,10.0,150.0,Yamaha
918,7976.0,First Owner,2.0,250.0,KTM
919,17000.0,First Owner,5.0,350.0,Royal Enfield
920,6500.0,First Owner,6.0,750.0,Harley-Davidson
921,28100.0,First Owner,7.0,200.0,Bajaj
922,21000.0,First Owner,8.0,250.0,Honda
923,20500.0,First Owner,3.0,220.0,Bajaj
924,50000.0,First Owner,4.0,220.0,Bajaj
935,8000.0,First Owner,3.0,300.0,Mahindra
936,22000.0,First Owner,8.0,100.0,Hero
937,12000.0,First Owner,5.0,100.0,TVS
939,48568.0,First Owner,14.0,125.0,Yamaha
940,9900.0,First Owner,4.0,390.0,KTM
941,15000.0,Second Owner,4.0,350.0,Royal Enfield
942,4894.0,First Owner,5.0,110.0,Hero
944,4500.0,First Owner,3.0,390.0,KTM
945,29000.0,First Owner,6.0,150.0,Yamaha
946,35000.0,First Owner,5.0,300.0,Mahindra
947,15252.0,First Owner,6.0,150.0,Honda
950,19500.0,Second Owner,4.0,150.0,Bajaj
951,41016.0,First Owner,9.0,180.0,Bajaj
952,15112.0,First Owner,5.0,220.0,Bajaj
953,12300.0,First Owner,5.0,200.0,Bajaj
954,46026.0,First Owner,6.0,350.0,Royal Enfield
955,101250.0,Third Owner,14.0,223.0,Hero
956,25000.0,First Owner,7.0,110.0,Honda
957,15823.0,First Owner,5.0,100.0,Hero
958,49000.0,First Owner,15.0,100.0,Hero
959,26000.0,First Owner,13.0,100.0,Hero
960,18110.0,First Owner,6.0,125.0,Honda
961,39000.0,First Owner,6.0,200.0,Bajaj
962,1650.0,First Owner,2.0,350.0,Royal Enfield
963,49000.0,Second Owner,7.0,200.0,Bajaj
964,28454.0,Second Owner,4.0,160.0,TVS
965,17000.0,First Owner,8.0,150.0,Hero
966,7200.0,First Owner,3.0,160.0,Bajaj
967,18000.0,First Owner,5.0,200.0,Bajaj
968,25000.0,First Owner,9.0,100.0,Bajaj
969,29000.0,First Owner,11.0,223.0,Hero
970,50000.0,First Owner,17.0,100.0,Bajaj
971,15327.0,First Owner,5.0,150.0,Bajaj
972,10468.0,First Owner,2.0,250.0,Yamaha
973,37000.0,First Owner,7.0,150.0,Yamaha
974,55.0,Second Owner,15.0,350.0,Royal Enfield
975,8191.0,First Owner,4.0,100.0,Hero
976,40000.0,First Owner,6.0,150.0,Hero
977,30000.0,First Owner,9.0,100.0,Bajaj
978,16278.0,First Owner,5.0,110.0,Hero
979,98581.0,First Owner,9.0,150.0,Bajaj
980,16206.0,First Owner,9.0,125.0,Bajaj
981,27000.0,First Owner,9.0,200.0,Bajaj
982,3297.0,First Owner,4.0,400.0,Bajaj
984,23000.0,First Owner,6.0,100.0,Hero
985,16954.0,First Owner,6.0,100.0,Bajaj
986,8048.0,First Owner,3.0,100.0,TVS
987,1954.0,First Owner,3.0,150.0,Yamaha
988,23039.0,First Owner,9.0,100.0,Hero
989,15059.0,First Owner,3.0,100.0,Bajaj
990,21000.0,First Owner,6.0,350.0,Royal Enfield
991,9700.0,First Owner,7.0,500.0,Royal Enfield
992,8000.0,First Owner,7.0,350.0,Royal Enfield
993,22422.0,First Owner,9.0,125.0,Honda
994,61743.0,First Owner,8.0,110.0,Honda
995,4900.0,First Owner,4.0,150.0,Bajaj
996,21700.0,First Owner,5.0,200.0,Bajaj
997,15000.0,Second Owner,5.0,500.0,Royal Enfield
998,2400.0,First Owner,5.0,650.0,Hyosung
999,7830.0,First Owner,4.0,110.0,Hero
1000,3500.0,First Owner,5.0,220.0,Bajaj
1001,9500.0,First Owner,3.0,500.0,Royal Enfield
1002,16786.0,First Owner,3.0,500.0,Royal Enfield
1003,5192.0,First Owner,4.0,500.0,Royal Enfield
1004,30000.0,First Owner,4.0,150.0,Bajaj
1006,7300.0,First Owner,2.0,350.0,Royal Enfield
1007,79685.0,First Owner,5.0,110.0,TVS
1008,12800.0,First Owner,12.0,150.0,Bajaj
1009,14000.0,Second Owner,4.0,400.0,Bajaj
1010,5800.0,First Owner,3.0,350.0,Royal Enfield
1011,14500.0,First Owner,5.0,150.0,Bajaj
1012,6957.0,First Owner,13.0,100.0,Hero
1013,42816.0,First Owner,6.0,150.0,Yamaha
1015,55239.0,First Owner,12.0,180.0,Bajaj
1016,16000.0,Third Owner,9.0,200.0,KTM
1017,10000.0,First Owner,5.0,100.0,TVS
1018,21539.0,First Owner,4.0,100.0,TVS
1019,25000.0,First Owner,7.0,125.0,Honda
1020,34000.0,First Owner,7.0,150.0,Honda
1021,7200.0,First Owner,7.0,1000.0,Suzuki
1022,19443.0,First Owner,5.0,150.0,Bajaj
1023,12000.0,First Owner,2.0,350.0,Royal Enfield
1024,18000.0,First Owner,4.0,400.0,Bajaj
1025,11850.0,First Owner,5.0,200.0,KTM
1026,16000.0,First Owner,3.0,150.0,Yamaha
1027,18348.0,First Owner,3.0,350.0,Royal Enfield
1028,14836.0,First Owner,8.0,150.0,Yamaha
1029,17000.0,First Owner,3.0,400.0,Bajaj
1030,100.0,First Owner,1.0,125.0,KTM
1031,16500.0,First Owner,6.0,200.0,Bajaj
1032,9500.0,First Owner,10.0,150.0,Hero
1033,21311.0,First Owner,18.0,100.0,Bajaj
1034,20000.0,First Owner,5.0,200.0,Bajaj
1037,27000.0,First Owner,5.0,300.0,Benelli
1038,16056.0,First Owner,4.0,160.0,TVS
1039,5862.0,First Owner,2.0,250.0,Suzuki
1040,1470.0,First Owner,4.0,1200.0,Harley-Davidson
1041,8351.0,First Owner,2.0,110.0,Honda
1042,10800.0,First Owner,5.0,220.0,Bajaj
1043,28000.0,First Owner,9.0,150.0,Yamaha
1044,7400.0,First Owner,3.0,125.0,Honda
1045,3100.0,First Owner,8.0,150.0,Yamaha
1046,24000.0,Second Owner,7.0,100.0,Hero
1047,22200.0,First Owner,5.0,150.0,Bajaj
1048,18377.0,First Owner,7.0,110.0,Hero
1049,16257.0,First Owner,5.0,110.0,Suzuki
1050,24581.0,First Owner,4.0,150.0,Yamaha
1051,9200.0,First Owner,5.0,150.0,Bajaj
1052,30000.0,First Owner,4.0,160.0,Honda
1054,10000.0,First Owner,3.0,200.0,Bajaj
1055,3400.0,First Owner,4.0,200.0,Bajaj
1056,14544.0,First Owner,3.0,220.0,Bajaj
1057,28154.0,First Owner,4.0,350.0,Royal Enfield
1059,13330.0,First Owner,4.0,100.0,Hero
1060,20000.0,First Owner,4.0,250.0,Yamaha
1061,30000.0,First Owner,6.0,350.0,Royal Enfield
1062,17423.0,First Owner,4.0,150.0,Honda
1063,21358.0,First Owner,5.0,100.0,Hero
1064,42000.0,First Owner,10.0,250.0,Honda
1065,46589.0,First Owner,11.0,135.0,Bajaj
1066,18779.0,First Owner,6.0,125.0,Hero
1067,17047.0,First Owner,5.0,350.0,Royal Enfield
1068,80000.0,Second Owner,10.0,150.0,Hero
1069,12257.0,First Owner,5.0,100.0,TVS
1070,17500.0,Second Owner,5.0,150.0,Bajaj
1071,15621.0,First Owner,4.0,125.0,Bajaj
1072,22000.0,Second Owner,8.0,220.0,Bajaj
1073,19000.0,Second Owner,6.0,150.0,Yamaha
1074,32567.0,First Owner,5.0,100.0,Hero
1078,18000.0,First Owner,4.0,110.0,TVS
1079,33846.0,First Owner,5.0,160.0,TVS
1080,15478.0,First Owner,6.0,150.0,Suzuki
1081,28554.0,First Owner,4.0,125.0,Bajaj
1095,73845.0,First Owner,6.0,150.0,Bajaj
1096,23105.0,First Owner,4.0,100.0,Hero
1097,2500.0,First Owner,2.0,200.0,TVS
1098,34000.0,First Owner,6.0,125.0,Hero
1100,22540.0,First Owner,5.0,150.0,Bajaj
1101,19854.0,First Owner,4.0,150.0,Yamaha
1102,21483.0,First Owner,3.0,200.0,TVS
1103,32000.0,First Owner,7.0,350.0,Royal Enfield
1105,10741.0,First Owner,4.0,160.0,Honda
1106,15009.0,First Owner,3.0,220.0,Bajaj
1108,19851.0,First Owner,4.0,110.0,Hero
1109,30000.0,First Owner,5.0,180.0,Bajaj
1110,35000.0,First Owner,8.0,220.0,Bajaj
1112,27281.0,First Owner,5.0,160.0,Honda
1113,23000.0,First Owner,4.0,400.0,Bajaj
1114,6000.0,First Owner,9.0,500.0,Royal Enfield
1115,21205.0,First Owner,6.0,160.0,TVS
1116,3311.0,First Owner,6.0,350.0,Royal Enfield
1117,30578.0,First Owner,6.0,150.0,Yamaha
1118,9868.0,First Owner,5.0,390.0,KTM
1119,13550.0,First Owner,8.0,125.0,Bajaj
1120,30154.0,First Owner,10.0,220.0,Bajaj
1121,22840.0,First Owner,11.0,350.0,Royal Enfield
1122,5500.0,First Owner,4.0,125.0,Honda
1123,8000.0,First Owner,3.0,500.0,Royal Enfield
1124,8554.0,First Owner,5.0,500.0,Royal Enfield
1125,75000.0,First Owner,9.0,125.0,Bajaj
1126,1300.0,First Owner,1.0,200.0,TVS
1128,29500.0,Second Owner,9.0,100.0,Bajaj
1129,12966.0,First Owner,3.0,200.0,Bajaj
1130,14500.0,First Owner,12.0,150.0,Bajaj
1131,37000.0,First Owner,8.0,110.0,Mahindra
1132,749.0,First Owner,1.0,160.0,TVS
1133,7921.0,First Owner,6.0,350.0,Royal Enfield
1134,40000.0,Second Owner,6.0,200.0,Bajaj
1137,36000.0,Second Owner,12.0,100.0,Hero
1138,44400.0,First Owner,8.0,220.0,Bajaj
1144,7500.0,First Owner,4.0,125.0,Honda
1147,1914.0,First Owner,3.0,125.0,KTM
1148,39500.0,First Owner,5.0,150.0,Bajaj
1149,8000.0,First Owner,2.0,125.0,KTM
1150,16800.0,First Owner,4.0,150.0,Yamaha
1151,16681.0,First Owner,10.0,100.0,Hero
1152,21400.0,First Owner,4.0,200.0,TVS
1153,35641.0,First Owner,5.0,220.0,Bajaj
1154,46333.0,First Owner,5.0,125.0,Bajaj
1155,41736.0,First Owner,7.0,220.0,Bajaj
1156,32000.0,First Owner,6.0,200.0,Bajaj
1157,12872.0,First Owner,2.0,310.0,BMW
1158,5000.0,First Owner,7.0,350.0,Royal Enfield
1159,48000.0,First Owner,6.0,500.0,Royal Enfield
1160,29324.0,First Owner,7.0,200.0,Bajaj
1161,17772.0,First Owner,3.0,150.0,Suzuki
1165,2200.0,First Owner,2.0,200.0,KTM
1166,26000.0,First Owner,7.0,100.0,Bajaj
1167,8000.0,First Owner,6.0,350.0,Royal Enfield
1168,3700.0,First Owner,2.0,110.0,Honda
1169,20000.0,First Owner,9.0,350.0,Royal Enfield
1170,7285.0,First Owner,3.0,110.0,Bajaj
1171,4400.0,First Owner,2.0,310.0,TVS
1172,38554.0,First Owner,10.0,100.0,Hero
1173,10000.0,First Owner,2.0,200.0,KTM
1174,17931.0,First Owner,3.0,350.0,Royal Enfield
1175,2719.0,First Owner,3.0,350.0,Royal Enfield
1176,14878.0,First Owner,3.0,350.0,Royal Enfield
1177,16500.0,First Owner,3.0,350.0,Royal Enfield
1178,7850.0,First Owner,4.0,350.0,Royal Enfield
1179,15000.0,First Owner,4.0,150.0,Suzuki
1183,4500.0,First Owner,3.0,350.0,Royal Enfield
1184,9500.0,First Owner,3.0,400.0,Bajaj
1185,40000.0,First Owner,4.0,180.0,TVS
1186,12000.0,First Owner,10.0,100.0,Bajaj
1187,23500.0,First Owner,8.0,100.0,Hero
1188,9772.0,First Owner,3.0,200.0,TVS
1190,5000.0,First Owner,3.0,200.0,TVS
1197,15000.0,Second Owner,4.0,250.0,Yamaha
1198,19500.0,First Owner,7.0,500.0,Royal Enfield
1201,35000.0,First Owner,5.0,200.0,Bajaj
1202,21000.0,First Owner,5.0,150.0,Yamaha
1203,1800.0,First Owner,2.0,350.0,Royal Enfield
1207,2200.0,First Owner,7.0,750.0,Harley-Davidson
1210,15000.0,First Owner,8.0,150.0,Yamaha
1211,3000.0,First Owner,6.0,250.0,Hyosung
1214,34169.0,First Owner,7.0,150.0,Yamaha
1215,19877.0,First Owner,5.0,180.0,TVS
1216,16920.0,First Owner,5.0,150.0,Bajaj
1217,30000.0,First Owner,7.0,150.0,Yamaha
1219,10000.0,First Owner,30.0,100.0,Hero
1220,15064.0,First Owner,5.0,410.0,Royal Enfield
1224,50000.0,First Owner,7.0,180.0,TVS
1225,11976.0,Third Owner,6.0,500.0,Royal Enfield
1226,1500.0,First Owner,3.0,350.0,Royal Enfield
1227,21000.0,First Owner,9.0,350.0,Royal Enfield
1228,26000.0,First Owner,6.0,350.0,Royal Enfield
1231,6200.0,First Owner,3.0,100.0,Hero
1232,16898.0,First Owner,9.0,100.0,Hero
1233,37000.0,First Owner,6.0,110.0,Hero
1235,19000.0,First Owner,4.0,100.0,Hero
1236,18184.0,First Owner,8.0,100.0,Bajaj
1237,8000.0,First Owner,2.0,110.0,Honda
1238,26134.0,First Owner,5.0,180.0,Bajaj
1239,40772.0,First Owner,5.0,180.0,Bajaj
1240,9000.0,First Owner,6.0,350.0,Royal Enfield
1241,24578.0,First Owner,13.0,150.0,Hero
1242,34000.0,First Owner,11.0,150.0,Yamaha
1243,38500.0,First Owner,5.0,390.0,KTM
1247,16432.0,First Owner,3.0,100.0,Hero
1248,13240.0,First Owner,9.0,150.0,Bajaj
1249,80000.0,First Owner,14.0,350.0,Royal Enfield
1251,920.0,First Owner,2.0,650.0,Royal Enfield
1252,12580.0,First Owner,6.0,125.0,Hero
1254,12432.0,First Owner,3.0,100.0,Hero
1255,11200.0,First Owner,5.0,250.0,Benelli
1256,30000.0,First Owner,12.0,100.0,Hero
1257,67614.0,First Owner,10.0,125.0,Suzuki
1258,40000.0,First Owner,7.0,350.0,Royal Enfield
1259,32000.0,First Owner,4.0,150.0,Yamaha
1260,41932.0,First Owner,5.0,150.0,Bajaj
1261,35456.0,First Owner,10.0,150.0,Yamaha
1262,60000.0,First Owner,15.0,100.0,Hero
1264,23599.0,First Owner,6.0,160.0,TVS
1265,900.0,First Owner,4.0,500.0,Royal Enfield
1266,7800.0,First Owner,5.0,350.0,Royal Enfield
1267,24263.0,First Owner,5.0,150.0,Yamaha
1268,37000.0,First Owner,5.0,100.0,Hero
1269,15500.0,Second Owner,7.0,125.0,Honda
1270,16969.0,First Owner,17.0,350.0,Royal Enfield
1271,11000.0,Second Owner,17.0,350.0,Royal Enfield
1272,4000.0,First Owner,6.0,300.0,Kawasaki
1274,5000.0,First Owner,6.0,200.0,KTM
1275,21037.0,First Owner,11.0,100.0,Bajaj
1276,6400.0,Second Owner,5.0,300.0,Benelli
1277,10300.0,First Owner,5.0,250.0,Benelli
1278,6600.0,First Owner,18.0,350.0,Royal Enfield
1279,12500.0,First Owner,4.0,200.0,TVS
1280,107000.0,First Owner,16.0,100.0,Bajaj
1281,24271.0,First Owner,4.0,350.0,Royal Enfield
1282,35000.0,Second Owner,5.0,150.0,Bajaj
1283,31542.0,First Owner,12.0,150.0,Honda
1285,4455.0,First Owner,4.0,200.0,TVS
1286,14751.0,First Owner,4.0,125.0,Honda
1287,2500.0,First Owner,5.0,650.0,Hyosung
1288,16000.0,First Owner,3.0,110.0,Honda
1289,21000.0,First Owner,3.0,150.0,Yamaha
1290,30860.0,First Owner,7.0,350.0,Royal Enfield
1291,3000.0,First Owner,2.0,150.0,Yamaha
1292,35000.0,Third Owner,10.0,150.0,Hero
1293,2476.0,First Owner,5.0,350.0,Royal Enfield
1294,5100.0,First Owner,5.0,160.0,TVS
1295,3884.0,First Owner,3.0,350.0,Royal Enfield
1296,13000.0,First Owner,3.0,150.0,Yamaha
1298,24000.0,Second Owner,19.0,100.0,Hero
1299,14000.0,First Owner,6.0,500.0,Royal Enfield
1300,29000.0,First Owner,6.0,180.0,Bajaj
1301,85000.0,First Owner,8.0,150.0,Yamaha
1302,40000.0,First Owner,9.0,150.0,Hero
1303,18148.0,First Owner,5.0,150.0,Bajaj
1304,1639.0,First Owner,4.0,160.0,TVS
1305,6200.0,First Owner,3.0,200.0,TVS
1306,72300.0,First Owner,14.0,150.0,Bajaj
1307,21000.0,First Owner,5.0,250.0,Hyosung
1308,3000.0,First Owner,3.0,150.0,Yamaha
1309,18500.0,First Owner,9.0,220.0,Bajaj
1310,1942.0,First Owner,4.0,100.0,Hero
1311,30000.0,First Owner,5.0,350.0,Royal Enfield
1312,4400.0,First Owner,5.0,150.0,Bajaj
1313,167.0,First Owner,2.0,390.0,KTM
1314,97401.0,First Owner,9.0,100.0,Hero
1318,530.0,First Owner,2.0,200.0,TVS
1319,10000.0,First Owner,6.0,800.0,Triumph
1320,6500.0,First Owner,4.0,650.0,Kawasaki
1321,7000.0,First Owner,4.0,1262.0,Ducati
1325,4069.0,First Owner,4.0,110.0,TVS
1334,66000.0,First Owner,23.0,110.0,TVS
1335,25036.0,First Owner,6.0,125.0,Honda
1336,22000.0,First Owner,7.0,150.0,Bajaj
1337,5000.0,First Owner,2.0,390.0,KTM
1338,31085.0,Second Owner,8.0,150.0,Yamaha
1339,15000.0,First Owner,6.0,600.0,Benelli
1340,9923.0,First Owner,2.0,125.0,Bajaj
1347,7078.0,First Owner,3.0,150.0,Suzuki
1348,2467.0,First Owner,2.0,300.0,Kawasaki
1351,21000.0,First Owner,8.0,125.0,Honda
1354,14399.0,First Owner,4.0,100.0,Hero
1355,12500.0,First Owner,3.0,350.0,Royal Enfield
1356,15000.0,Second Owner,6.0,110.0,Honda
1360,53800.0,First Owner,14.0,135.0,Bajaj
1361,23000.0,First Owner,6.0,350.0,Royal Enfield
1362,176.0,First Owner,5.0,1700.0,Triumph
1364,11000.0,First Owner,10.0,110.0,Honda
